COMUNAS_ZONAS_DESCRIPCION,LATITUD_Y,LONGITUD_X,n
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596309328,-74.06967822,1
No registra,4.667001113,-74.05487988,1
No registra,4.6670830818,-74.0526144608,1
No registra,4.6671812482,-74.0565198678,1
No registra,4.66745292,-74.05318918,1
No registra,4.6674548893,-74.053224,1
No registra,4.667524206,-74.05472374,1
No registra,4.667599171,-74.07849646,1
No registra,4.6677017151,-74.0515677767,1
No registra,4.685344222,-74.03547588,1
No registra,4.667881491,-74.05290892,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596298634,-74.07046143,1
No registra,4.668132941,-74.05200986,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.59611644,-74.07212517,1
No registra,4.66827201,-74.05262471,1
No registra,4.668868814,-74.05399344,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.59604197,-74.0715844,1
No registra,4.666630456,-74.05305136,1
No registra,4.666526992,-74.05274889,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596773259,-74.07614669,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596822838,-74.07499154,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.597769103,-74.07597068,1
No registra,4.6577867691,-74.060405,1
UPZ No. 93 LAS NIEVES ENO REPORTADO3,4.601800457,-74.07251677,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.597474619,-74.07325706,1
No registra,4.658687418,-74.05534717,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.597307993,-74.07369109,1
No registra,4.659386599,-74.10836682,1
No registra,4.6651568176,-74.050178,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.597263406,-74.07363257,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.597149962,-74.06982767,1
No registra,4.665427601,-74.05016781,1
No registra,4.665468357,-74.05231437,1
No registra,4.6658109428,-74.0527479086,1
No registra,4.665992328,-74.05529163,1
No registra,4.666011576,-74.05011996,1
No registra,4.6690230771,-74.0542204291,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596031276,-74.07211367,1
No registra,4.6693532227,-74.0539825731,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595090173,-74.07843295,1
No registra,4.677102557,-74.0908791748,1
No registra,4.6230470355,-74.0753127866,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.594841139,-74.07372377,1
No registra,4.6776626042,-74.0489724058,1
No registra,4.677851074,-74.05363938,1
No registra,4.677932935,-74.05403757,1
No registra,4.6788600485,-74.049513,1
No registra,4.679526432,-74.04389395,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.594306421,-74.07296202,1
No registra,4.680420546,-74.0536072,1
No registra,4.6804470326,-74.07195,1
No registra,4.680495694,-74.04756243,1
No registra,4.683145903,-74.04481986,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.593678518,-74.06953875,1
No registra,4.6847012587,-74.0422060477,1
No registra,4.6767604806,-74.048303,1
No registra,4.6750419565,-74.044369,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.596023255,-74.07198485,1
No registra,4.674872719,-74.04562951,1
No registra,4.669772147,-74.05519365,1
No registra,4.669886809,-74.05518622,1
No registra,4.670317746,-74.04863975,1
No registra,4.671547487,-74.13794561,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595892249,-74.06992498,1
No registra,4.6721092575,-74.0595607195,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595763917,-74.07076183,1
No registra,4.6721592313,-74.0535965309,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595389615,-74.07101933,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595336143,-74.07260719,1
No registra,4.6730505,-74.05438041,1
No registra,4.673100015,-74.120621,1
UPZ No. 94 LA CANDELARIA ENO REPORTADO17,4.595122257,-74.07357279,1
No registra,4.6743589976,-74.0586156295,1
No registra,4.674652932,-74.04810437,1
No registra,4.623298309,-74.06184168,1
AEROPUERTO,4.690477357,-74.1337401,1
No registra,4.6221571861,-74.0746349432,1
No registra,4.597873824,-74.07669379,1
No registra,4.59744997,-74.0721103,1
No registra,4.597460145,-74.07215714,1
No registra,4.597492865,-74.07204057,1
No registra,4.5975201652,-74.0721585088,1
No registra,4.597535524,-74.07214785,1
No registra,4.59754399,-74.06927449,1
No registra,4.59759969,-74.06966949,1
No registra,4.597599808,-74.0769651,1
No registra,4.597608803,-74.06904832,1
No registra,4.597610384,-74.07087112,1
No registra,4.597685244,-74.07219077,1
No registra,4.5976901544,-74.0744462574,1
No registra,4.597692891,-74.06890488,1
No registra,4.597737832,-74.0743333743,1
No registra,4.597755214,-74.0707787,1
No registra,4.59778914,-74.06886197,1
No registra,4.597792645,-74.06396586,1
No registra,4.597800665,-74.06964413,1
No registra,4.5978407044,-74.06912,1
No registra,4.597433928,-74.07215858,1
No registra,4.5974143413,-74.0744060648,1
No registra,4.597404,-74.07214641,1
No registra,4.597096173,-74.0698165343,1
No registra,4.596920666,-74.06969626,1
No registra,4.5969302525,-74.0713731838,1
No registra,4.5969411054,-74.0713078425,1
No registra,4.5969428469,-74.0712444219,1
No registra,4.59697942,-74.07133246,1
No registra,4.5970213128,-74.0712265832,1
No registra,4.5970223153,-74.0696748577,1
No registra,4.5970604844,-74.0712819987,1
No registra,4.59714825,-74.06984087,1
No registra,4.597358685,-74.07580247,1
No registra,4.597154093,-74.0689334,1
No registra,4.597171917,-74.07146121,1
No registra,4.5971900368,-74.077905,1
No registra,4.597204,-74.07728697,1
No registra,4.597225389,-74.06977678,1
No registra,4.597316291,-74.07081965,1
No registra,4.597321638,-74.07210494,1
No registra,4.597331448,-74.0734965251,1
No registra,4.597867938,-74.06896961,1
No registra,4.597889092,-74.07562643,1
No registra,4.596722756,-74.07273794,1
No registra,4.597925492,-74.06910605,1
No registra,4.598498012,-74.07002354,1
No registra,4.598508706,-74.06765247,1
No registra,4.598604955,-74.07026494,1
No registra,4.5987072331,-74.0734996133,1
No registra,4.5987287966,-74.0738300714,1
No registra,4.5987608795,-74.068690959,1
No registra,4.598776063,-74.06842495,1
No registra,4.598779021,-74.08004914,1
No registra,4.5987939482,-74.0798891627,1
No registra,4.598904395,-74.07463694,1
No registra,4.599076932,-74.07473578,1
No registra,4.599183917,-74.07077129,1
No registra,4.599195488,-74.07111024,1
No registra,4.599203835,-74.07105351,1
No registra,4.599209316,-74.07065461,1
No registra,4.5992100397,-74.0747956667,1
No registra,4.599215814,-74.07488254,1
No registra,4.59922001,-74.07066266,1
No registra,4.5992879984,-74.168977,1
No registra,4.5984186803,-74.0728472865,1
No registra,4.5983907541,-74.0700740264,1
No registra,4.598262737,-74.06824256,1
No registra,4.5981212867,-74.067246,1
No registra,4.597930899,-74.0692800925,1
No registra,4.597936104,-74.10600807,1
No registra,4.5979410399,-74.0695596598,1
No registra,4.598048851,-74.0693369,1
No registra,4.5980521613,-74.0697595224,1
No registra,4.598092284,-74.07550503,1
No registra,4.598103751,-74.07614125,1
No registra,4.598105825,-74.06956239,1
No registra,4.59812514,-74.07559408,1
No registra,4.5982582474,-74.0731219683,1
No registra,4.598141181,-74.07545997,1
No registra,4.598155794,-74.06963731,1
No registra,4.598170053,-74.06943631,1
No registra,4.598176868,-74.0696770594,1
No registra,4.5981771826,-74.075452336,1
No registra,4.598177183,-74.07545234,1
No registra,4.598201926,-74.07519172,1
No registra,4.598253489,-74.07545461,1
No registra,4.596819005,-74.07118226,1
No registra,4.596701367,-74.06907941,1
No registra,4.599516643,-74.06920815,1
No registra,4.593033204,-74.07121445,1
No registra,4.563996661,-74.10843508,1
No registra,4.5757376499,-74.1188811536,1
No registra,4.586200003,-74.06765708,1
No registra,4.586621535,-74.0760644,1
No registra,4.5877882727,-74.077179604,1
No registra,4.5882310954,-74.07925791,1
No registra,4.5884782399,-74.0816406641,1
No registra,4.5887830317,-74.0805892382,1
No registra,4.5889042763,-74.0804917262,1
No registra,4.589708877,-74.07659811,1
No registra,4.5898416061,-74.0793951087,1
No registra,4.5899737198,-74.0765327857,1
No registra,4.590600228,-74.07088722,1
No registra,4.591181377,-74.08770267,1
No registra,4.592322027,-74.07170797,1
No registra,4.592426934,-74.06773177,1
No registra,4.592576997,-74.0717918,1
No registra,4.592619433,-74.07076803,1
No registra,4.59264651,-74.07076183,1
No registra,4.506522555,-74.10540734,1
No registra,4.3147905463,-74.180603,1
LOCALIDAD TEUSAQUILLO,4.648949204,-74.0649288,1
LOCALIDAD SANTAFE,4.602121674,-74.07837931,1
LOCALIDAD CHAPINERO,4.66729334,-74.05474714,1
LOCALIDAD CHAPINERO,4.668238044,-74.05621431,1
LOCALIDAD CHAPINERO,4.668521415,-74.05661932,1
LOCALIDAD CHAPINERO,4.670406256,-74.05551157,1
LOCALIDAD CHAPINERO,4.680872159,-74.04412559,1
LOCALIDAD CHAPINERO,4.686026031,-74.01339552,1
LOCALIDAD SANTAFE,4.59204456,-74.06799457,1
LOCALIDAD SANTAFE,4.60160835,-74.0733153,1
LOCALIDAD SANTAFE,4.60292909,-74.07916251,1
LOCALIDAD TEUSAQUILLO,4.643974782,-74.09980229,1
LOCALIDAD SANTAFE,4.604886131,-74.05550543,1
LOCALIDAD SANTAFE,4.612240802,-74.07170138,1
LOCALIDAD SANTAFE,4.613951694,-74.06149289,1
LOCALIDAD SANTAFE,4.616670656,-74.06672856,1
LOCALIDAD SANTAFE,4.6211434948,-74.062087963,1
LOCALIDAD SANTAFE,4.623306659,-74.06634155,1
LOCALIDAD SANTAFE,4.626062622,-74.06805894,1
LOCALIDAD TEUSAQUILLO,4.634371722,-74.07744131,1
No registra,4.593011815,-74.07121445,1
No registra,4.5930652451,-74.0711919701,1
No registra,4.596701367,-74.06919742,1
No registra,4.593377262,-74.07161709,1
No registra,4.596119736,-74.08063859,1
No registra,4.5961613119,-74.0686306728,1
No registra,4.596185366,-74.06969363,1
No registra,4.596247315,-74.07037637,1
No registra,4.596289635,-74.07034541,1
No registra,4.596322401,-74.0703653332,1
No registra,4.596327066,-74.07177235,1
No registra,4.59633776,-74.07036687,1
No registra,4.596343107,-74.07033517,1
No registra,4.596398088,-74.07038639,1
No registra,4.596413128,-74.0702972549,1
No registra,4.5964188248,-74.0702680979,1
No registra,4.596439483,-74.0707129,1
No registra,4.596573035,-74.06914914,1
No registra,4.596606131,-74.07270542,1
No registra,4.596652818,-74.06912931,1
No registra,4.5966647304,-74.07271532,1
No registra,4.596677836,-74.07266603,1
No registra,4.596688828,-74.06909032,1
No registra,4.596051686,-74.07148535,1
No registra,4.5960124401,-74.070257369,1
No registra,4.5959374049,-74.0696050458,1
No registra,4.5943985378,-74.0730005873,1
No registra,4.5936066655,-74.1148198218,1
No registra,4.593606666,-74.11481982,1
No registra,4.5937238483,-74.0719417963,1
No registra,4.5937238483,-74.0718559656,1
No registra,4.5942583918,-74.0738000207,1
No registra,4.594283561,-74.0693534,1
No registra,4.5943129829,-74.0730005873,1
No registra,4.5943546411,-74.0706886582,1
No registra,4.594422493,-74.08187613,1
No registra,4.595659126,-74.0732356,1
No registra,4.59464767,-74.07150558,1
No registra,4.5950043496,-74.0721978728,1
No registra,4.5950345474,-74.0723587672,1
No registra,4.595311103,-74.07237316,1
No registra,4.595322255,-74.08347628,1
No registra,4.5953850796,-74.0713185714,1
No registra,4.5954127,-74.07087649,1
No registra,4.5954406285,-74.070331,1
No registra,4.599371911,-74.06946633,1
No registra,4.5995243491,-74.0696985171,1
No registra,4.621756585,-74.07248459,1
No registra,4.6075049902,-74.0796358688,1
No registra,4.605081649,-74.06637374,1
No registra,4.6051281321,-74.0650636599,1
No registra,4.605139598,-74.06515679,1
No registra,4.6051917606,-74.073171,1
No registra,4.605205653,-74.07154475,1
No registra,4.6052799673,-74.0682691706,1
No registra,4.605412043,-74.07149035,1
No registra,4.605627261,-74.07240116,1
No registra,4.605684158,-74.07148109,1
No registra,4.605955886,-74.06521566,1
No registra,4.605990967,-74.06616407,1
No registra,4.6063395775,-74.071193021,1
No registra,4.606400231,-74.06383374,1
No registra,4.6066220879,-74.0717882288,1
No registra,4.6068884979,-74.0651075277,1
No registra,4.606953079,-74.06586412,1
No registra,4.606955116,-74.07124547,1
No registra,4.607009759,-74.06541054,1
No registra,4.607030429,-74.06518121,1
No registra,4.605075433,-74.07162628,1
No registra,4.6050483217,-74.0672532949,1
No registra,4.6049742382,-74.0726713571,1
No registra,4.604119118,-74.07316509,1
No registra,4.603534125,-74.07224325,1
No registra,4.603543569,-74.06414213,1
No registra,4.6038299576,-74.0649305019,1
No registra,4.603830902,-74.073279537,1
No registra,4.603846001,-74.07835078,1
No registra,4.6038529737,-74.0784345413,1
No registra,4.603946399,-74.05935256,1
No registra,4.604041624,-74.0646363,1
No registra,4.604144881,-74.06607421,1
No registra,4.604843689,-74.06461484,1
No registra,4.6041721726,-74.0731541548,1
No registra,4.604172609,-74.08086516,1
No registra,4.604250486,-74.06633573,1
No registra,4.6044842958,-74.065793,1
No registra,4.60449865,-74.05822649,1
No registra,4.6046228309,-74.0740651534,1
No registra,4.604704665,-74.06703956,1
No registra,4.604808422,-74.06571262,1
No registra,4.607038893,-74.07094204,1
No registra,4.607539985,-74.06428898,1
No registra,4.603375574,-74.06347427,1
No registra,4.60820388,-74.0706328783,1
No registra,4.616885261,-74.06323619,1
No registra,4.616988981,-74.06454889,1
No registra,4.617172413,-74.15327977,1
No registra,4.617221447,-74.06458286,1
No registra,4.617240694,-74.06342481,1
No registra,4.61728347,-74.06154727,1
No registra,4.617371505,-74.0648422,1
No registra,4.617448722,-74.06238301,1
No registra,4.6175220325,-74.0659293312,1
No registra,4.617542268,-74.06216887,1
No registra,4.6178499413,-74.062993947,1
No registra,4.618731796,-74.06565836,1
No registra,4.618806197,-74.06806017,1
No registra,4.6188461,-74.06600357,1
No registra,4.6193952238,-74.0684441957,1
No registra,4.619913481,-74.07214126,1
No registra,4.6205782621,-74.069034,1
No registra,4.620772194,-74.07089863,1
No registra,4.621534954,-74.0699043,1
No registra,4.6168792386,-74.0632846699,1
No registra,4.61675801,-74.06309906,1
No registra,4.616698593,-74.06559674,1
No registra,4.612126882,-74.06941084,1
No registra,4.609814806,-74.07194603,1
No registra,4.610102041,-74.07110208,1
No registra,4.610656142,-74.07880307,1
No registra,4.6107928049,-74.0753287447,1
No registra,4.6111126839,-74.0754393968,1
No registra,4.6113585565,-74.0758517197,1
No registra,4.611735736,-74.06565357,1
No registra,4.6120564385,-74.0673927698,1
No registra,4.612425066,-74.06309071,1
No registra,4.616376619,-74.06478671,1
No registra,4.612799457,-74.0666213379,1
No registra,4.6129957219,-74.1031095625,1
AEROPUERTO,4.691554276,-74.13379452,1
No registra,4.613369574,-74.09195878,1
No registra,4.61347701,-74.0699902,1
No registra,4.6154330912,-74.0690986547,1
No registra,4.615704048,-74.0622547,1
No registra,4.615912173,-74.07241192,1
No registra,4.603469893,-74.06426627,1
No registra,4.6033380233,-74.0687016878,1
No registra,4.599599524,-74.06970168,1
No registra,4.6012354326,-74.0699881957,1
No registra,4.600899916,-74.07281656,1
No registra,4.600903341,-74.0737432883,1
No registra,4.600914866,-74.07011063,1
No registra,4.600935925,-74.07015374,1
No registra,4.600936308,-74.07015229,1
No registra,4.600937898,-74.07014904,1
No registra,4.600938655,-74.07005881,1
No registra,4.6009461181,-74.0700203822,1
No registra,4.6009542878,-74.0702464919,1
No registra,4.600977223,-74.07251417,1
No registra,4.60098547,-74.07281656,1
No registra,4.600997473,-74.06989788,1
No registra,4.601006678,-74.0680686865,1
No registra,4.60101514,-74.06991685,1
No registra,4.601027209,-74.0724429,1
No registra,4.601041108,-74.07246755,1
No registra,4.601066359,-74.0701057,1
No registra,4.601124731,-74.070043,1
No registra,4.601139499,-74.06886483,1
No registra,4.600872261,-74.07134319,1
No registra,4.60082744,-74.07258919,1
No registra,4.600706854,-74.06403125,1
No registra,4.600153931,-74.07071892,1
No registra,4.599727855,-74.07558108,1
No registra,4.599770632,-74.07207275,1
No registra,4.599861534,-74.06807626,1
No registra,4.599891719,-74.07426487,1
No registra,4.5999906922,-74.076163,1
No registra,4.600005906,-74.07050634,1
No registra,4.600136612,-74.07290641,1
No registra,4.600144932,-74.07434727,1
No registra,4.600447874,-74.06912251,1
No registra,4.6007052207,-74.0701719855,1
No registra,4.600448023,-74.07394025,1
No registra,4.600455066,-74.0690955,1
No registra,4.600476454,-74.07515729,1
No registra,4.600513884,-74.07389397,1
No registra,4.600528565,-74.06769938,1
No registra,4.600556661,-74.07016838,1
No registra,4.600569224,-74.07386901,1
No registra,4.600686031,-74.07298822,1
No registra,4.601150312,-74.07008792,1
No registra,4.601235747,-74.07341386,1
No registra,4.6033166349,-74.0671084556,1
No registra,4.601289675,-74.07336825,1
No registra,4.6022137997,-74.069695,1
No registra,4.602223604,-74.06850941,1
No registra,4.602255636,-74.07862861,1
No registra,4.602317137,-74.06957697,1
No registra,4.602412233,-74.07263065,1
No registra,4.602540446,-74.06920815,1
No registra,4.602593917,-74.07104278,1
No registra,4.6027754042,-74.0796763346,1
No registra,4.602800418,-74.06437901,1
No registra,4.602817135,-74.0683002,1
No registra,4.602894668,-74.06131573,1
No registra,4.6029313435,-74.0683821723,1
No registra,4.603014021,-74.06577677,1
No registra,4.603035197,-74.06106867,1
No registra,4.603110891,-74.07373774,1
No registra,4.6031544923,-74.066246785,1
No registra,4.6031989984,-74.0662394199,1
No registra,4.603314416,-74.0681339,1
No registra,4.6033160786,-74.0661064008,1
No registra,4.602101598,-74.07219222,1
No registra,4.6020654092,-74.064238492,1
No registra,4.6020535429,-74.0783620522,1
No registra,4.6016376392,-74.0731648836,1
No registra,4.601309232,-74.06936431,1
No registra,4.6013712273,-74.0734807027,1
No registra,4.6013822137,-74.0596659215,1
No registra,4.6014023656,-74.073336545,1
No registra,4.601406855,-74.07325292,1
No registra,4.601449632,-74.07329316,1
No registra,4.601465249,-74.07318481,1
No registra,4.601524492,-74.07337094,1
No registra,4.6017588816,-74.0693250078,1
No registra,4.60204851,-74.07215858,1
No registra,4.6017632967,-74.0729208026,1
No registra,4.6017766645,-74.0696458254,1
No registra,4.601817469,-74.06966072,1
No registra,4.601832483,-74.07180773,1
No registra,4.6018663936,-74.0697199748,1
No registra,4.6018807127,-74.0732678518,1
No registra,4.6018943012,-74.0713409815,1
No registra,4.602015544,-74.07296745,1
UPZ No. 99 CHAPINERO ENO REPORTADO2,4.664632128,-74.05490461,1
